"IDCLIENTE","NOMBREUSUARIO","IDMEMBRECIA","IDROL","IDPERSONA","ESTADO","CLAVEUSUARIO"
3771,"Bryan",1,1,3771,"Activo",1234
3772,"Karol",2,2,3772,"Inactivo",1234
3773,"Esteban",2,2,3773,"Activo",1234
3774,"Diego",3,3,3774,"Inactivo",1234
3775,"Luis",1,1,3775,"Activo",1234
3776,"Bryan",2,2,3776,"Activo",1234
3777,"Karol",2,2,3777,"Inactivo",1234
3778,"Esteban",3,3,3778,"Activo",1234
3779,"Diego",1,1,3779,"Inactivo",1234
3780,"Luis",1,1,3780,"Activo",1234
3781,"Bryan",2,2,3781,"Activo",1234
3782,"Karol",2,2,3782,"Inactivo",1234
3783,"Esteban",3,3,3783,"Activo",1234
3784,"Diego",1,1,3784,"Inactivo",1234
3785,"Luis",1,1,3785,"Activo",1234
3786,"Bryan",2,2,3786,"Activo",1234
3787,"Karol",2,2,3787,"Inactivo",1234
3788,"Esteban",3,3,3788,"Activo",1234
3789,"Diego",1,1,3789,"Inactivo",1234
3790,"Luis",1,1,3790,"Activo",1234
3791,"Bryan",1,1,3791,"Activo",1234
3792,"Karol",2,2,3792,"Inactivo",1234
3793,"Esteban",2,2,3793,"Activo",1234
3794,"Diego",3,3,3794,"Inactivo",1234
3795,"Luis",1,1,3795,"Activo",1234
3796,"Bryan",1,1,3796,"Activo",1234
3797,"Karol",2,2,3797,"Inactivo",1234
3798,"Esteban",2,2,3798,"Activo",1234
3799,"Diego",3,3,3799,"Inactivo",1234
3800,"Luis",1,1,3800,"Activo",1234
3801,"Bryan",1,1,3801,"Activo",1234
3802,"Karol",2,2,3802,"Inactivo",1234
3803,"Esteban",2,2,3803,"Activo",1234
3804,"Diego",3,3,3804,"Inactivo",1234
3805,"Luis",1,1,3805,"Activo",1234
3806,"Bryan",1,1,3806,"Activo",1234
3807,"Karol",2,2,3807,"Inactivo",1234
3808,"Esteban",2,2,3808,"Activo",1234
3809,"Diego",3,3,3809,"Inactivo",1234
3810,"Luis",1,1,3810,"Activo",1234
3811,"Bryan",2,2,3811,"Activo",1234
3812,"Karol",2,2,3812,"Inactivo",1234
3813,"Esteban",3,3,3813,"Activo",1234
3814,"Diego",1,1,3814,"Inactivo",1234
3815,"Luis",1,1,3815,"Activo",1234
3816,"Bryan",2,2,3816,"Activo",1234
3817,"Karol",2,2,3817,"Inactivo",1234
3818,"Esteban",3,3,3818,"Activo",1234
3819,"Diego",1,1,3819,"Inactivo",1234
3820,"Luis",1,1,3820,"Activo",1234
3821,"Bryan",2,2,3821,"Activo",1234
3822,"Karol",2,2,3822,"Inactivo",1234
3823,"Esteban",3,3,3823,"Activo",1234
3824,"Diego",1,1,3824,"Inactivo",1234
3825,"Luis",1,1,3825,"Activo",1234
3826,"Bryan",2,2,3826,"Activo",1234
3827,"Karol",2,2,3827,"Inactivo",1234
3828,"Esteban",3,3,3828,"Activo",1234
3829,"Diego",1,1,3829,"Inactivo",1234
3830,"Luis",1,1,3830,"Activo",1234
3831,"Bryan",2,2,3831,"Activo",1234
3832,"Karol",2,2,3832,"Inactivo",1234
3833,"Esteban",3,3,3833,"Activo",1234
3834,"Diego",1,1,3834,"Inactivo",1234
3835,"Luis",1,1,3835,"Activo",1234
3836,"Bryan",2,2,3836,"Activo",1234
3837,"Karol",2,2,3837,"Inactivo",1234
3838,"Esteban",3,3,3838,"Activo",1234
3839,"Diego",1,1,3839,"Inactivo",1234
3840,"Luis",1,1,3840,"Activo",1234
3841,"Bryan",2,2,3841,"Activo",1234
3842,"Karol",2,2,3842,"Inactivo",1234
3843,"Esteban",1,1,3843,"Activo",1234
3844,"Diego",2,2,3844,"Inactivo",1234
3845,"Luis",2,2,3845,"Activo",1234
3846,"Bryan",3,3,3846,"Activo",1234
3847,"Karol",1,1,3847,"Inactivo",1234
3848,"Esteban",1,1,3848,"Activo",1234
3849,"Diego",2,2,3849,"Inactivo",1234
3850,"Luis",2,2,3850,"Activo",1234
3851,"Bryan",3,3,3851,"Activo",1234
3852,"Karol",1,1,3852,"Inactivo",1234
3853,"Esteban",1,1,3853,"Activo",1234
3854,"Diego",2,2,3854,"Inactivo",1234
3855,"Luis",2,2,3855,"Activo",1234
3856,"Bryan",3,3,3856,"Activo",1234
3857,"Karol",1,1,3857,"Inactivo",1234
3858,"Esteban",1,1,3858,"Activo",1234
3859,"Diego",2,2,3859,"Inactivo",1234
3860,"Luis",2,2,3860,"Activo",1234
3861,"Bryan",3,3,3861,"Activo",1234
3862,"Karol",1,1,3862,"Inactivo",1234
3863,"Esteban",2,2,3863,"Activo",1234
3864,"Diego",2,2,3864,"Inactivo",1234
3865,"Luis",3,3,3865,"Activo",1234
3866,"Bryan",1,1,3866,"Activo",1234
3867,"Karol",1,1,3867,"Inactivo",1234
3868,"Esteban",2,2,3868,"Activo",1234
3869,"Diego",2,2,3869,"Inactivo",1234
3870,"Luis",3,3,3870,"Activo",1234
3871,"Bryan",1,1,3871,"Activo",1234
3872,"Karol",1,1,3872,"Inactivo",1234
3873,"Esteban",2,2,3873,"Activo",1234
3874,"Diego",2,2,3874,"Inactivo",1234
3875,"Luis",3,3,3875,"Activo",1234
3876,"Bryan",1,1,3876,"Activo",1234
3877,"Karol",1,1,3877,"Inactivo",1234
3878,"Esteban",2,2,3878,"Activo",1234
3879,"Diego",2,2,3879,"Inactivo",1234
3880,"Luis",3,3,3880,"Activo",1234
3881,"Bryan",1,1,3881,"Activo",1234
3882,"Karol",2,2,3882,"Inactivo",1234
3883,"Esteban",2,2,3883,"Activo",1234
3884,"Diego",3,3,3884,"Inactivo",1234
3885,"Luis",1,1,3885,"Activo",1234
3886,"Bryan",1,1,3886,"Activo",1234
3887,"Karol",2,2,3887,"Inactivo",1234
3888,"Esteban",2,2,3888,"Activo",1234
3889,"Diego",3,3,3889,"Inactivo",1234
3890,"Luis",1,1,3890,"Activo",1234
3891,"Bryan",1,1,3891,"Activo",1234
3892,"Karol",2,2,3892,"Inactivo",1234
3893,"Esteban",2,2,3893,"Activo",1234
3894,"Diego",3,3,3894,"Inactivo",1234
3895,"Luis",1,1,3895,"Activo",1234
3896,"Bryan",1,1,3896,"Activo",1234
3897,"Karol",1,1,3897,"Inactivo",1234
3898,"Esteban",2,2,3898,"Activo",1234
3899,"Diego",2,2,3899,"Inactivo",1234
3900,"Luis",3,3,3900,"Activo",1234
3901,"Bryan",1,1,3901,"Activo",1234
3902,"Karol",1,1,3902,"Inactivo",1234
3903,"Esteban",2,2,3903,"Activo",1234
3904,"Diego",2,2,3904,"Inactivo",1234
3905,"Luis",3,3,3905,"Activo",1234
3906,"Bryan",1,1,3906,"Activo",1234
3907,"Karol",1,1,3907,"Inactivo",1234
3908,"Esteban",2,2,3908,"Activo",1234
3909,"Diego",2,2,3909,"Inactivo",1234
3910,"Luis",3,3,3910,"Activo",1234
3911,"Bryan",1,1,3911,"Activo",1234
3912,"Karol",1,1,3912,"Inactivo",1234
3913,"Esteban",2,2,3913,"Activo",1234
3914,"Diego",2,2,3914,"Inactivo",1234
3915,"Luis",3,3,3915,"Activo",1234
3916,"Bryan",1,1,3916,"Activo",1234
3917,"Karol",2,2,3917,"Inactivo",1234
3918,"Esteban",2,2,3918,"Activo",1234
3919,"Diego",3,3,3919,"Inactivo",1234
3920,"Luis",1,1,3920,"Activo",1234
3921,"Bryan",1,1,3921,"Activo",1234
3922,"Karol",2,2,3922,"Inactivo",1234
3923,"Esteban",2,2,3923,"Activo",1234
3924,"Diego",3,3,3924,"Inactivo",1234
3925,"Luis",1,1,3925,"Activo",1234
3926,"Bryan",1,1,3926,"Activo",1234
3927,"Karol",2,2,3927,"Inactivo",1234
3928,"Esteban",2,2,3928,"Activo",1234
3929,"Diego",3,3,3929,"Inactivo",1234
3930,"Luis",1,1,3930,"Activo",1234
3931,"Bryan",1,1,3931,"Activo",1234
3932,"Karol",2,2,3932,"Inactivo",1234
3933,"Esteban",2,2,3933,"Activo",1234
3934,"Diego",3,3,3934,"Inactivo",1234
3935,"Luis",1,1,3935,"Activo",1234
3936,"Bryan",1,1,3936,"Activo",1234
3937,"Karol",2,2,3937,"Inactivo",1234
3938,"Esteban",2,2,3938,"Activo",1234
3939,"Diego",3,3,3939,"Inactivo",1234
3940,"Luis",1,1,3940,"Activo",1234
3941,"Bryan",1,1,3941,"Activo",1234
3942,"Karol",2,2,3942,"Inactivo",1234
3943,"Esteban",2,2,3943,"Activo",1234
3944,"Diego",3,3,3944,"Inactivo",1234
3945,"Luis",1,1,3945,"Activo",1234
3946,"Bryan",1,1,3946,"Activo",1234
3947,"Karol",2,2,3947,"Inactivo",1234
3948,"Esteban",2,2,3948,"Activo",1234
3949,"Diego",3,3,3949,"Inactivo",1234
3950,"Luis",1,1,3950,"Activo",1234
3951,"Bryan",1,1,3951,"Activo",1234
3952,"Karol",2,2,3952,"Inactivo",1234
3953,"Esteban",2,2,3953,"Activo",1234
3954,"Diego",3,3,3954,"Inactivo",1234
3955,"Luis",1,1,3955,"Activo",1234
3956,"Bryan",1,1,3956,"Activo",1234
3957,"Karol",2,2,3957,"Inactivo",1234
3958,"Esteban",2,2,3958,"Activo",1234
3959,"Diego",3,3,3959,"Inactivo",1234
3960,"Luis",1,1,3960,"Activo",1234
3961,"Bryan",1,1,3961,"Activo",1234
3962,"Karol",2,2,3962,"Inactivo",1234
3963,"Esteban",2,2,3963,"Activo",1234
3964,"Diego",3,3,3964,"Inactivo",1234
3965,"Luis",1,1,3965,"Activo",1234
3966,"Bryan",1,1,3966,"Activo",1234
3967,"Karol",2,2,3967,"Inactivo",1234
3968,"Esteban",2,2,3968,"Activo",1234
3969,"Diego",3,3,3969,"Inactivo",1234
3970,"Luis",1,1,3970,"Activo",1234
3971,"Bryan",1,1,3971,"Activo",1234
3972,"Karol",2,2,3972,"Inactivo",1234
3973,"Esteban",2,2,3973,"Activo",1234
3974,"Diego",1,1,3974,"Inactivo",1234
3975,"Luis",2,2,3975,"Activo",1234
3976,"Bryan",2,2,3976,"Activo",1234
3977,"Karol",3,3,3977,"Inactivo",1234
3978,"Esteban",1,1,3978,"Activo",1234
3979,"Diego",1,1,3979,"Inactivo",1234
3980,"Luis",2,2,3980,"Activo",1234
3981,"Bryan",2,2,3981,"Activo",1234
3982,"Karol",3,3,3982,"Inactivo",1234
3983,"Esteban",1,1,3983,"Activo",1234
3984,"Diego",1,1,3984,"Inactivo",1234
3985,"Luis",2,2,3985,"Activo",1234
3986,"Bryan",2,2,3986,"Activo",1234
3987,"Karol",3,3,3987,"Inactivo",1234
3988,"Esteban",1,1,3988,"Activo",1234
3989,"Diego",1,1,3989,"Inactivo",1234
3990,"Luis",2,2,3990,"Activo",1234
3991,"Bryan",2,2,3991,"Activo",1234
3992,"Karol",3,3,3992,"Inactivo",1234
3993,"Esteban",1,1,3993,"Activo",1234
3994,"Diego",2,2,3994,"Inactivo",1234
3995,"Luis",2,2,3995,"Activo",1234
3996,"Bryan",3,3,3996,"Activo",1234
3997,"Karol",1,1,3997,"Inactivo",1234
3998,"Esteban",1,1,3998,"Activo",1234
3999,"Diego",2,2,3999,"Inactivo",1234
4000,"Luis",2,2,4000,"Activo",1234
4001,"Bryan",3,3,4001,"Activo",1234
4002,"Karol",1,1,4002,"Inactivo",1234
4003,"Esteban",1,1,4003,"Activo",1234
4004,"Diego",2,2,4004,"Inactivo",1234
4005,"Luis",2,2,4005,"Activo",1234
4006,"Bryan",3,3,4006,"Activo",1234
4007,"Karol",1,1,4007,"Inactivo",1234
4008,"Esteban",1,1,4008,"Activo",1234
4009,"Diego",2,2,4009,"Inactivo",1234
4010,"Luis",2,2,4010,"Activo",1234
4011,"Bryan",3,3,4011,"Activo",1234
4012,"Karol",1,1,4012,"Inactivo",1234
4013,"Esteban",2,2,4013,"Activo",1234
4014,"Diego",2,2,4014,"Inactivo",1234
4015,"Luis",3,3,4015,"Activo",1234
4016,"Bryan",1,1,4016,"Activo",1234
4017,"Karol",1,1,4017,"Inactivo",1234
4018,"Esteban",2,2,4018,"Activo",1234
4019,"Diego",2,2,4019,"Inactivo",1234
4020,"Luis",3,3,4020,"Activo",1234
4021,"Bryan",1,1,4021,"Activo",1234
4022,"Karol",1,1,4022,"Inactivo",1234
4023,"Esteban",2,2,4023,"Activo",1234
4024,"Diego",2,2,4024,"Inactivo",1234
4025,"Luis",3,3,4025,"Activo",1234
4026,"Bryan",1,1,4026,"Activo",1234
4027,"Karol",1,1,4027,"Inactivo",1234
4028,"Esteban",1,1,4028,"Activo",1234
4029,"Diego",2,2,4029,"Inactivo",1234
4030,"Luis",2,2,4030,"Activo",1234
4031,"Bryan",3,3,4031,"Activo",1234
4032,"Karol",1,1,4032,"Inactivo",1234
4033,"Esteban",1,1,4033,"Activo",1234
4034,"Diego",2,2,4034,"Inactivo",1234
4035,"Luis",2,2,4035,"Activo",1234
4036,"Bryan",3,3,4036,"Activo",1234
4037,"Karol",1,1,4037,"Inactivo",1234
4038,"Esteban",1,1,4038,"Activo",1234
4039,"Diego",2,2,4039,"Inactivo",1234
4040,"Luis",2,2,4040,"Activo",1234
4041,"Bryan",3,3,4041,"Activo",1234
4042,"Karol",1,1,4042,"Inactivo",1234
4043,"Esteban",1,1,4043,"Activo",1234
4044,"Diego",2,2,4044,"Inactivo",1234
4045,"Luis",2,2,4045,"Activo",1234
4046,"Bryan",3,3,4046,"Activo",1234
4047,"Karol",1,1,4047,"Inactivo",1234
4048,"Esteban",1,1,4048,"Activo",1234
4049,"Diego",2,2,4049,"Inactivo",1234
4050,"Luis",2,2,4050,"Activo",1234
4051,"Bryan",3,3,4051,"Activo",1234
4052,"Karol",1,1,4052,"Inactivo",1234
4053,"Esteban",1,1,4053,"Activo",1234
4054,"Diego",2,2,4054,"Inactivo",1234
4055,"Luis",2,2,4055,"Activo",1234
4056,"Bryan",3,3,4056,"Activo",1234
4057,"Karol",1,1,4057,"Inactivo",1234
4058,"Esteban",1,1,4058,"Activo",1234
4059,"Diego",2,2,4059,"Inactivo",1234
4060,"Luis",2,2,4060,"Activo",1234
4061,"Bryan",3,3,4061,"Activo",1234
4062,"Karol",1,1,4062,"Inactivo",1234
4063,"Esteban",1,1,4063,"Activo",1234
4064,"Diego",2,2,4064,"Inactivo",1234
4065,"Luis",2,2,4065,"Activo",1234
4066,"Bryan",3,3,4066,"Activo",1234
4067,"Karol",1,1,4067,"Inactivo",1234
4068,"Esteban",1,1,4068,"Activo",1234
4069,"Diego",2,2,4069,"Inactivo",1234
4070,"Luis",2,2,4070,"Activo",1234
4071,"Bryan",3,3,4071,"Activo",1234
4072,"Karol",1,1,4072,"Inactivo",1234
4073,"Esteban",1,1,4073,"Activo",1234
4074,"Diego",2,2,4074,"Inactivo",1234
4075,"Luis",2,2,4075,"Activo",1234
4076,"Bryan",3,3,4076,"Activo",1234
4077,"Karol",1,1,4077,"Inactivo",1234
4078,"Esteban",1,1,4078,"Activo",1234
4079,"Diego",2,2,4079,"Inactivo",1234
4080,"Luis",2,2,4080,"Activo",1234
4081,"Bryan",1,1,4081,"Activo",1234
4082,"Karol",2,2,4082,"Inactivo",1234
4083,"Esteban",2,2,4083,"Activo",1234
4084,"Diego",3,3,4084,"Inactivo",1234
4085,"Luis",1,1,4085,"Activo",1234
4086,"Bryan",1,1,4086,"Activo",1234
4087,"Karol",2,2,4087,"Inactivo",1234
4088,"Esteban",2,2,4088,"Activo",1234
4089,"Diego",3,3,4089,"Inactivo",1234
4090,"Luis",1,1,4090,"Activo",1234
4091,"Bryan",1,1,4091,"Activo",1234
4092,"Karol",2,2,4092,"Inactivo",1234
4093,"Esteban",2,2,4093,"Activo",1234
4094,"Diego",3,3,4094,"Inactivo",1234
4095,"Luis",1,1,4095,"Activo",1234
4096,"Bryan",1,1,4096,"Activo",1234
4097,"Karol",2,2,4097,"Inactivo",1234
4098,"Esteban",2,2,4098,"Activo",1234
4099,"Diego",3,3,4099,"Inactivo",1234
4100,"Luis",1,1,4100,"Activo",1234
4101,"Bryan",2,2,4101,"Activo",1234
4102,"Karol",2,2,4102,"Inactivo",1234
4103,"Esteban",3,3,4103,"Activo",1234
4104,"Diego",1,1,4104,"Inactivo",1234
4105,"Luis",1,1,4105,"Activo",1234
4106,"Bryan",2,2,4106,"Activo",1234
4107,"Karol",2,2,4107,"Inactivo",1234
4108,"Esteban",3,3,4108,"Activo",1234
4109,"Diego",1,1,4109,"Inactivo",1234
4110,"Luis",1,1,4110,"Activo",1234
4111,"Bryan",2,2,4111,"Activo",1234
4112,"Karol",2,2,4112,"Inactivo",1234
4113,"Esteban",3,3,4113,"Activo",1234
4114,"Diego",1,1,4114,"Inactivo",1234
4115,"Luis",1,1,4115,"Activo",1234
4116,"Bryan",2,2,4116,"Activo",1234
4117,"Karol",2,2,4117,"Inactivo",1234
4118,"Esteban",3,3,4118,"Activo",1234
4119,"Diego",1,1,4119,"Inactivo",1234
4120,"Luis",2,2,4120,"Activo",1234
4121,"Bryan",2,2,4121,"Activo",1234
4122,"Karol",3,3,4122,"Inactivo",1234
4123,"Esteban",1,1,4123,"Activo",1234
4124,"Diego",1,1,4124,"Inactivo",1234
4125,"Luis",2,2,4125,"Activo",1234
4126,"Bryan",2,2,4126,"Activo",1234
4127,"Karol",3,3,4127,"Inactivo",1234
4128,"Esteban",1,1,4128,"Activo",1234
4129,"Diego",1,1,4129,"Inactivo",1234
4130,"Luis",2,2,4130,"Activo",1234
4131,"Bryan",2,2,4131,"Activo",1234
4132,"Karol",3,3,4132,"Inactivo",1234
4133,"Esteban",1,1,4133,"Activo",1234
4134,"Diego",1,1,4134,"Inactivo",1234
4135,"Luis",1,1,4135,"Activo",1234
4136,"Bryan",2,2,4136,"Activo",1234
4137,"Karol",2,2,4137,"Inactivo",1234
4138,"Esteban",3,3,4138,"Activo",1234
4139,"Diego",1,1,4139,"Inactivo",1234
4140,"Luis",1,1,4140,"Activo",1234
4141,"Bryan",2,2,4141,"Activo",1234
4142,"Karol",2,2,4142,"Inactivo",1234
4143,"Esteban",3,3,4143,"Activo",1234
4144,"Diego",1,1,4144,"Inactivo",1234
4145,"Luis",1,1,4145,"Activo",1234
4146,"Bryan",2,2,4146,"Activo",1234
4147,"Karol",2,2,4147,"Inactivo",1234
4148,"Esteban",3,3,4148,"Activo",1234
4149,"Diego",1,1,4149,"Inactivo",1234
4150,"Luis",1,1,4150,"Activo",1234
4151,"Bryan",2,2,4151,"Activo",1234
4152,"Karol",2,2,4152,"Inactivo",1234
4153,"Esteban",3,3,4153,"Activo",1234
4154,"Diego",1,1,4154,"Inactivo",1234
4155,"Luis",2,2,4155,"Activo",1234
4156,"Bryan",2,2,4156,"Activo",1234
4157,"Karol",3,3,4157,"Inactivo",1234
4158,"Esteban",1,1,4158,"Activo",1234
4159,"Diego",1,1,4159,"Inactivo",1234
4160,"Luis",2,2,4160,"Activo",1234
4161,"Bryan",2,2,4161,"Activo",1234
4162,"Karol",3,3,4162,"Inactivo",1234
4163,"Esteban",1,1,4163,"Activo",1234
4164,"Diego",1,1,4164,"Inactivo",1234
4165,"Luis",2,2,4165,"Activo",1234
4166,"Bryan",2,2,4166,"Activo",1234
4167,"Karol",3,3,4167,"Inactivo",1234
4168,"Esteban",1,1,4168,"Activo",1234
4169,"Diego",1,1,4169,"Inactivo",1234
4170,"Luis",2,2,4170,"Activo",1234
4171,"Bryan",2,2,4171,"Activo",1234
4172,"Karol",3,3,4172,"Inactivo",1234
4173,"Esteban",1,1,4173,"Activo",1234
4174,"Diego",1,1,4174,"Inactivo",1234
4175,"Luis",2,2,4175,"Activo",1234
4176,"Bryan",2,2,4176,"Activo",1234
4177,"Karol",3,3,4177,"Inactivo",1234
4178,"Esteban",1,1,4178,"Activo",1234
4179,"Diego",1,1,4179,"Inactivo",1234
4180,"Luis",2,2,4180,"Activo",1234
4181,"Bryan",2,2,4181,"Activo",1234
4182,"Karol",3,3,4182,"Inactivo",1234
4183,"Esteban",1,1,4183,"Activo",1234
4184,"Diego",1,1,4184,"Inactivo",1234
4185,"Luis",2,2,4185,"Activo",1234
4186,"Bryan",2,2,4186,"Activo",1234
4187,"Karol",1,1,4187,"Inactivo",1234
4188,"Esteban",2,2,4188,"Activo",1234
4189,"Diego",2,2,4189,"Inactivo",1234
4190,"Luis",3,3,4190,"Activo",1234
4191,"Bryan",1,1,4191,"Activo",1234
4192,"Karol",1,1,4192,"Inactivo",1234
4193,"Esteban",2,2,4193,"Activo",1234
4194,"Diego",2,2,4194,"Inactivo",1234
4195,"Luis",3,3,4195,"Activo",1234
4196,"Bryan",1,1,4196,"Activo",1234
4197,"Karol",1,1,4197,"Inactivo",1234
4198,"Esteban",2,2,4198,"Activo",1234
4199,"Diego",2,2,4199,"Inactivo",1234
4200,"Luis",3,3,4200,"Activo",1234
4201,"Bryan",1,1,4201,"Activo",1234
4202,"Karol",1,1,4202,"Inactivo",1234
4203,"Esteban",2,2,4203,"Activo",1234
4204,"Diego",2,2,4204,"Inactivo",1234
4205,"Luis",3,3,4205,"Activo",1234
4206,"Bryan",1,1,4206,"Activo",1234
4207,"Karol",2,2,4207,"Inactivo",1234
4208,"Esteban",2,2,4208,"Activo",1234
4209,"Diego",3,3,4209,"Inactivo",1234
4210,"Luis",1,1,4210,"Activo",1234
4211,"Bryan",1,1,4211,"Activo",1234
4212,"Karol",2,2,4212,"Inactivo",1234
4213,"Esteban",2,2,4213,"Activo",1234
4214,"Diego",3,3,4214,"Inactivo",1234
4215,"Luis",1,1,4215,"Activo",1234
4216,"Bryan",1,1,4216,"Activo",1234
4217,"Karol",2,2,4217,"Inactivo",1234
4218,"Esteban",2,2,4218,"Activo",1234
4219,"Diego",3,3,4219,"Inactivo",1234
4220,"Luis",1,1,4220,"Activo",1234
4221,"Bryan",1,1,4221,"Activo",1234
4222,"Karol",2,2,4222,"Inactivo",1234
4223,"Esteban",2,2,4223,"Activo",1234
4224,"Diego",3,3,4224,"Inactivo",1234
4225,"Luis",1,1,4225,"Activo",1234
4226,"Bryan",2,2,4226,"Activo",1234
4227,"Karol",2,2,4227,"Inactivo",1234
4228,"Esteban",3,3,4228,"Activo",1234
4229,"Diego",1,1,4229,"Inactivo",1234
4230,"Luis",1,1,4230,"Activo",1234
4231,"Bryan",2,2,4231,"Activo",1234
4232,"Karol",2,2,4232,"Inactivo",1234
4233,"Esteban",3,3,4233,"Activo",1234
4234,"Diego",1,1,4234,"Inactivo",1234
4235,"Luis",1,1,4235,"Activo",1234
4236,"Bryan",2,2,4236,"Activo",1234
4237,"Karol",2,2,4237,"Inactivo",1234
4238,"Esteban",3,3,4238,"Activo",1234
4239,"Diego",1,1,4239,"Inactivo",1234
4240,"Luis",1,1,4240,"Activo",1234
4241,"Bryan",1,1,4241,"Activo",1234
4242,"Karol",2,2,4242,"Inactivo",1234
4243,"Esteban",2,2,4243,"Activo",1234
4244,"Diego",3,3,4244,"Inactivo",1234
4245,"Luis",1,1,4245,"Activo",1234
4246,"Bryan",1,1,4246,"Activo",1234
4247,"Karol",2,2,4247,"Inactivo",1234
4248,"Esteban",2,2,4248,"Activo",1234
4249,"Diego",3,3,4249,"Inactivo",1234
4250,"Luis",1,1,4250,"Activo",1234
4251,"Bryan",1,1,4251,"Activo",1234
4252,"Karol",2,2,4252,"Inactivo",1234
4253,"Esteban",2,2,4253,"Activo",1234
4254,"Diego",3,3,4254,"Inactivo",1234
4255,"Luis",1,1,4255,"Activo",1234
4256,"Bryan",1,1,4256,"Activo",1234
4257,"Karol",2,2,4257,"Inactivo",1234
4258,"Esteban",2,2,4258,"Activo",1234
4259,"Diego",3,3,4259,"Inactivo",1234
4260,"Luis",1,1,4260,"Activo",1234
4261,"Bryan",2,2,4261,"Activo",1234
4262,"Karol",2,2,4262,"Inactivo",1234
4263,"Esteban",3,3,4263,"Activo",1234
4264,"Diego",1,1,4264,"Inactivo",1234
4265,"Luis",1,1,4265,"Activo",1234
4266,"Bryan",2,2,4266,"Activo",1234
4267,"Karol",2,2,4267,"Inactivo",1234
4268,"Esteban",3,3,4268,"Activo",1234
4269,"Diego",1,1,4269,"Inactivo",1234
4270,"Luis",1,1,4270,"Activo",1234
4271,"Bryan",2,2,4271,"Activo",1234
4272,"Karol",2,2,4272,"Inactivo",1234
4273,"Esteban",3,3,4273,"Activo",1234
4274,"Diego",1,1,4274,"Inactivo",1234
4275,"Luis",1,1,4275,"Activo",1234
4276,"Bryan",2,2,4276,"Activo",1234
4277,"Karol",2,2,4277,"Inactivo",1234
4278,"Esteban",3,3,4278,"Activo",1234
4279,"Diego",1,1,4279,"Inactivo",1234
4280,"Luis",1,1,4280,"Activo",1234
4281,"Bryan",2,2,4281,"Activo",1234
4282,"Karol",2,2,4282,"Inactivo",1234
4283,"Esteban",3,3,4283,"Activo",1234
4284,"Diego",1,1,4284,"Inactivo",1234
4285,"Luis",1,1,4285,"Activo",1234
4286,"Bryan",2,2,4286,"Activo",1234
4287,"Karol",2,2,4287,"Inactivo",1234
4288,"Esteban",3,3,4288,"Activo",1234
4289,"Diego",1,1,4289,"Inactivo",1234
4290,"Luis",1,1,4290,"Activo",1234
4291,"Bryan",2,2,4291,"Activo",1234
4292,"Karol",2,2,4292,"Inactivo",1234
4293,"Esteban",1,1,4293,"Activo",1234
4294,"Diego",2,2,4294,"Inactivo",1234
4295,"Luis",2,2,4295,"Activo",1234
4296,"Bryan",3,3,4296,"Activo",1234
4297,"Karol",1,1,4297,"Inactivo",1234
4298,"Esteban",1,1,4298,"Activo",1234
4299,"Diego",2,2,4299,"Inactivo",1234
4300,"Luis",2,2,4300,"Activo",1234
4301,"Bryan",3,3,4301,"Activo",1234
4302,"Karol",1,1,4302,"Inactivo",1234
4303,"Esteban",1,1,4303,"Activo",1234
4304,"Diego",2,2,4304,"Inactivo",1234
4305,"Luis",2,2,4305,"Activo",1234
4306,"Bryan",3,3,4306,"Activo",1234
4307,"Karol",1,1,4307,"Inactivo",1234
4308,"Esteban",1,1,4308,"Activo",1234
4309,"Diego",2,2,4309,"Inactivo",1234
4310,"Luis",2,2,4310,"Activo",1234
4311,"Bryan",3,3,4311,"Activo",1234
4312,"Karol",1,1,4312,"Inactivo",1234
4313,"Esteban",2,2,4313,"Activo",1234
4314,"Diego",2,2,4314,"Inactivo",1234
4315,"Luis",3,3,4315,"Activo",1234
4316,"Bryan",1,1,4316,"Activo",1234
4317,"Karol",1,1,4317,"Inactivo",1234
4318,"Esteban",2,2,4318,"Activo",1234
4319,"Diego",2,2,4319,"Inactivo",1234
4320,"Luis",3,3,4320,"Activo",1234
4321,"Bryan",1,1,4321,"Activo",1234
4322,"Karol",1,1,4322,"Inactivo",1234
4323,"Esteban",2,2,4323,"Activo",1234
4324,"Diego",2,2,4324,"Inactivo",1234
4325,"Luis",3,3,4325,"Activo",1234
4326,"Bryan",1,1,4326,"Activo",1234
4327,"Karol",1,1,4327,"Inactivo",1234
4328,"Esteban",2,2,4328,"Activo",1234
4329,"Diego",2,2,4329,"Inactivo",1234
4330,"Luis",3,3,4330,"Activo",1234
4331,"Bryan",1,1,4331,"Activo",1234
4332,"Karol",2,2,4332,"Inactivo",1234
4333,"Esteban",2,2,4333,"Activo",1234
4334,"Diego",3,3,4334,"Inactivo",1234
4335,"Luis",1,1,4335,"Activo",1234
4336,"Bryan",1,1,4336,"Activo",1234
4337,"Karol",2,2,4337,"Inactivo",1234
4338,"Esteban",2,2,4338,"Activo",1234
4339,"Diego",3,3,4339,"Inactivo",1234
4340,"Luis",1,1,4340,"Activo",1234
4341,"Bryan",1,1,4341,"Activo",1234
4342,"Karol",2,2,4342,"Inactivo",1234
4343,"Esteban",2,2,4343,"Activo",1234
4344,"Diego",3,3,4344,"Inactivo",1234
4345,"Luis",1,1,4345,"Activo",1234
